ItemCode,ItemName,Category,Price,StockQty,ExpiryDate,Description
5284,Povidone Iodine 10mg,First Aid,74.00,115,2027-09-19,First Aid - Povidone Iodine
5285,Hydrogen Peroxide 10mg (gel 50g),First Aid,28.00,265,2028-01-28,First Aid - Hydrogen Peroxide
5286,Alcohol Swabs 250mg,First Aid,38.00,240,2028-08-13,First Aid - Alcohol Swabs
5287,Adhesive Tape 40mg (30 tabs),First Aid,21.00,228,2027-10-26,First Aid - Adhesive Tape
5288,Face Mask 400mg (200ml),First Aid,58.00,58,2028-01-16,First Aid - Face Mask
5289,Medical Gloves 400mg (cream 30g),First Aid,76.00,159,2027-03-13,First Aid - Medical Gloves
5290,Topicrem 40mg (cream 30g),Dermatology,208.00,75,2027-09-03,Dermatology - Topicrem
5291,Ducray 10mg (200ml),Dermatology,249.00,300,2028-04-23,Dermatology - Ducray
5292,Klorane 400mg (cream 30g),Dermatology,176.00,79,2027-04-29,Dermatology - Klorane
5293,Uriage 200mg (cream 30g),Dermatology,285.00,255,2027-12-11,Dermatology - Uriage
5294,Mustela 100mg (gel 50g),Dermatology,280.00,109,2027-05-05,Dermatology - Mustela
5295,Bepanthen 1g (cream 30g),Dermatology,165.00,83,2028-08-17,Dermatology - Bepanthen
5296,Emolium 20mg,Dermatology,231.00,80,2028-07-19,Dermatology - Emolium
5297,Baby Panadol 400mg (60 tabs),Pediatric,43.00,159,2027-04-25,Pediatric - Baby Panadol
5298,Calpol 500mg (200ml),Pediatric,59.00,115,2028-05-30,Pediatric - Calpol
5299,Nurofen Kids 10mg (20 tabs),Pediatric,63.00,167,2028-03-28,Pediatric - Nurofen Kids
5300,Baby Vit D 200mg (100ml),Pediatric,63.00,144,2027-05-27,Pediatric - Baby Vit D
5301,Aptamil 500mg (cream 30g),Pediatric,476.00,47,2027-10-03,Pediatric - Aptamil
5302,NAN 10mg (gel 50g),Pediatric,408.00,83,2027-09-27,Pediatric - NAN
5303,Pediasure 40mg (100ml),Pediatric,334.00,109,2028-07-30,Pediatric - Pediasure
5304,Similac 40mg (20 tabs),Pediatric,390.00,200,2027-10-08,Pediatric - Similac
5305,Baby Cough Syrup 500mg (200ml),Pediatric,76.00,180,2027-06-08,Pediatric - Baby Cough Syrup
5306,Baby Saline 10mg (100ml),Pediatric,43.00,246,2027-08-01,Pediatric - Baby Saline
6001,Whey Protein,Sports Nutrition,618.00,159,2027-11-12,Sports Nutrition - Whey Protein
6002,Mass Gainer,Sports Nutrition,773.00,110,2028-09-02,Sports Nutrition - Mass Gainer
6003,BCAA,Sports Nutrition,382.00,160,2027-11-02,Sports Nutrition - BCAA
6004,Creatine,Sports Nutrition,296.00,89,2028-03-14,Sports Nutrition - Creatine
6005,Pre-Workout,Sports Nutrition,399.00,123,2028-01-11,Sports Nutrition - Pre-Workout
6006,L-Glutamine,Sports Nutrition,280.00,96,2028-07-24,Sports Nutrition - L-Glutamine
6007,Beta Alanine,Sports Nutrition,193.00,55,2028-06-12,Sports Nutrition - Beta Alanine
6008,Casein Protein,Sports Nutrition,705.00,95,2027-05-30,Sports Nutrition - Casein Protein
6009,Multivitamin Sport,Sports Nutrition,259.00,23,2027-10-14,Sports Nutrition - Multivitamin Sport
6010,Electrolytes,Sports Nutrition,206.00,102,2028-04-24,Sports Nutrition - Electrolytes
6011,EAA,Sports Nutrition,421.00,79,2028-01-23,Sports Nutrition - EAA
6012,CLA,Sports Nutrition,347.00,149,2027-08-29,Sports Nutrition - CLA
6013,Carnitine Plus,Sports Nutrition,293.00,197,2027-05-28,Sports Nutrition - Carnitine Plus
6014,ZMA,Sports Nutrition,192.00,138,2028-05-16,Sports Nutrition - ZMA
6015,Taurine,Sports Nutrition,143.00,104,2028-05-04,Sports Nutrition - Taurine
6016,Protein Bar,Sports Nutrition,94.00,121,2027-06-29,Sports Nutrition - Protein Bar
6017,Protein Shake,Sports Nutrition,95.00,99,2027-12-10,Sports Nutrition - Protein Shake
6018,Energy Gel,Sports Nutrition,62.00,41,2028-02-22,Sports Nutrition - Energy Gel
6019,Isotonic Drink,Sports Nutrition,94.00,23,2028-05-16,Sports Nutrition - Isotonic Drink
6020,Recovery Drink,Sports Nutrition,164.00,96,2027-12-03,Sports Nutrition - Recovery Drink
6021,Prenatal Vitamins,Maternity,193.00,177,2027-08-01,Maternity - Prenatal Vitamins
6022,Femibion 1,Maternity,208.00,127,2027-07-24,Maternity - Femibion 1
6023,Femibion 2,Maternity,232.00,97,2027-10-15,Maternity - Femibion 2
6024,Pregnacare Plus,Maternity,253.00,123,2028-07-10,Maternity - Pregnacare Plus
6025,Elevit,Maternity,376.00,145,2028-02-28,Maternity - Elevit
6026,Omega Mom,Maternity,263.00,74,2028-05-12,Maternity - Omega Mom
6027,Folic Plus,Maternity,136.00,127,2028-04-15,Maternity - Folic Plus
6028,Iron Mom,Maternity,120.00,26,2027-05-22,Maternity - Iron Mom
6029,Calcium Mom,Maternity,135.00,70,2028-06-06,Maternity - Calcium Mom
6030,DHA Mom,Maternity,210.00,81,2028-06-23,Maternity - DHA Mom
6031,Maternity Belt,Maternity,257.00,77,2027-12-02,Maternity - Maternity Belt
6032,Nursing Pads,Maternity,100.00,174,2028-08-22,Maternity - Nursing Pads
6033,Stretch Mark Cream,Maternity,160.00,146,2027-06-06,Maternity - Stretch Mark Cream
6034,Breast Pump,Maternity,956.00,98,2028-06-29,Maternity - Breast Pump
6035,Baby Lotion,Baby Care,148.00,92,2028-08-03,Baby Care - Baby Lotion
6036,Baby Shampoo,Baby Care,126.00,193,2027-10-20,Baby Care - Baby Shampoo
6037,Baby Oil,Baby Care,127.00,62,2027-11-17,Baby Care - Baby Oil
6038,Baby Powder,Baby Care,59.00,162,2027-06-02,Baby Care - Baby Powder
6039,Baby Cream,Baby Care,103.00,84,2027-07-26,Baby Care - Baby Cream
6040,Diaper Rash Cream,Baby Care,182.00,197,2027-08-09,Baby Care - Diaper Rash Cream
6041,Baby Wipes,Baby Care,69.00,51,2027-10-25,Baby Care - Baby Wipes
6042,Baby Sunscreen,Baby Care,289.00,64,2028-07-10,Baby Care - Baby Sunscreen
6043,Baby Vit D,Baby Care,104.00,117,2028-01-08,Baby Care - Baby Vit D
6044,Baby Colic Drops,Baby Care,116.00,177,2028-01-10,Baby Care - Baby Colic Drops
6045,Baby Paracetamol,Baby Care,90.00,138,2027-12-09,Baby Care - Baby Paracetamol
6046,Baby Saline,Baby Care,68.00,172,2028-07-23,Baby Care - Baby Saline
6047,Nasal Aspirator,Baby Care,125.00,46,2028-02-25,Baby Care - Nasal Aspirator
6048,Baby Thermometer,Baby Care,186.00,63,2027-12-29,Baby Care - Baby Thermometer
6049,Baby Nail Clipper,Baby Care,50.00,119,2027-07-12,Baby Care - Baby Nail Clipper
6050,Baby Brush Set,Baby Care,82.00,136,2028-03-14,Baby Care - Baby Brush Set
6051,Baby Bottle,Baby Care,123.00,42,2027-08-04,Baby Care - Baby Bottle
6052,Pacifier,Baby Care,42.00,91,2028-07-15,Baby Care - Pacifier
6053,Baby Carrier,Baby Care,725.00,34,2028-02-03,Baby Care - Baby Carrier
6054,Baby Monitor,Baby Care,1065.00,61,2028-06-23,Baby Care - Baby Monitor
6055,Antiperspirant,Personal Care,118.00,195,2028-05-03,Personal Care - Antiperspirant
6056,Deodorant Spray,Personal Care,100.00,168,2028-08-01,Personal Care - Deodorant Spray
6057,Hand Sanitizer,Personal Care,41.00,122,2028-06-26,Personal Care - Hand Sanitizer
6058,Body Lotion,Personal Care,107.00,65,2027-06-16,Personal Care - Body Lotion
6059,Body Wash,Personal Care,93.00,149,2028-03-10,Personal Care - Body Wash
6060,Shampoo,Personal Care,106.00,84,2027-07-12,Personal Care - Shampoo
6061,Conditioner,Personal Care,174.00,114,2028-05-28,Personal Care - Conditioner
6062,Hair Oil,Personal Care,200.00,192,2028-06-05,Personal Care - Hair Oil
6063,Hair Serum,Personal Care,286.00,195,2027-08-15,Personal Care - Hair Serum
6064,Face Wash,Personal Care,176.00,48,2027-12-13,Personal Care - Face Wash
6065,Face Cream,Personal Care,275.00,60,2028-04-21,Personal Care - Face Cream
6066,Face Serum,Personal Care,442.00,21,2027-09-27,Personal Care - Face Serum
6067,Sunscreen Facial,Personal Care,353.00,36,2028-06-18,Personal Care - Sunscreen Facial
6068,Lip Balm,Personal Care,75.00,72,2027-09-22,Personal Care - Lip Balm
6069,Razor,Personal Care,118.00,189,2027-10-06,Personal Care - Razor
6070,Shaving Cream,Personal Care,105.00,185,2027-07-05,Personal Care - Shaving Cream
6071,Toothbrush Electric,Personal Care,520.00,20,2027-09-05,Personal Care - Toothbrush Electric
6072,Water Flosser,Personal Care,617.00,173,2027-12-20,Personal Care - Water Flosser
6073,Wheelchair,Medical Devices,2912.00,67,2028-04-20,Medical Devices - Wheelchair
6074,Crutches,Medical Devices,542.00,53,2028-08-21,Medical Devices - Crutches
6075,Walker,Medical Devices,841.00,48,2027-11-08,Medical Devices - Walker
6076,Knee Support,Medical Devices,350.00,120,2028-04-03,Medical Devices - Knee Support
6077,Ankle Support,Medical Devices,150.00,110,2028-04-29,Medical Devices - Ankle Support
6078,Wrist Support,Medical Devices,135.00,113,2028-02-24,Medical Devices - Wrist Support
6079,Back Support,Medical Devices,321.00,66,2028-03-03,Medical Devices - Back Support
6080,Cervical Collar,Medical Devices,204.00,187,2027-08-03,Medical Devices - Cervical Collar
6081,Compression Socks,Medical Devices,251.00,21,2027-07-12,Medical Devices - Compression Socks
6082,Heating Pad,Medical Devices,424.00,37,2028-05-14,Medical Devices - Heating Pad
6083,TENS Unit,Medical Devices,1045.00,37,2027-09-21,Medical Devices - TENS Unit
6084,Massage Gun,Medical Devices,1004.00,46,2028-03-28,Medical Devices - Massage Gun
6085,Vaporizer,Medical Devices,512.00,165,2027-09-01,Medical Devices - Vaporizer
6086,Humidifier,Medical Devices,867.00,124,2027-11-03,Medical Devices - Humidifier
6087,Air Purifier,Medical Devices,2173.00,87,2028-05-05,Medical Devices - Air Purifier
6088,Nebulizer Plus,Medical Devices,1503.00,42,2028-07-10,Medical Devices - Nebulizer Plus
6089,Blood Pressure Cuff,Medical Devices,293.00,106,2027-08-11,Medical Devices - Blood Pressure Cuff
6090,Glucose Meter Plus,Medical Devices,717.00,155,2028-02-02,Medical Devices - Glucose Meter Plus
6091,Pregnancy Test,Diagnostics,73.00,56,2027-11-27,Diagnostics - Pregnancy Test
6092,Ovulation Test,Diagnostics,141.00,154,2028-06-23,Diagnostics - Ovulation Test
6093,COVID Antigen Test,Diagnostics,108.00,167,2028-05-17,Diagnostics - COVID Antigen Test
6094,Blood Pressure Strips,Diagnostics,108.00,78,2028-06-11,Diagnostics - Blood Pressure Strips
6095,Cholesterol Test,Diagnostics,360.00,126,2027-10-31,Diagnostics - Cholesterol Test
6096,Uric Acid Test,Diagnostics,265.00,178,2028-07-19,Diagnostics - Uric Acid Test
6097,Urine Test Strips,Diagnostics,213.00,62,2028-02-25,Diagnostics - Urine Test Strips
6098,Ketone Test,Diagnostics,228.00,195,2027-12-08,Diagnostics - Ketone Test
6099,Hemoglobin Meter,Diagnostics,1183.00,85,2027-12-27,Diagnostics - Hemoglobin Meter
6100,INR Meter,Diagnostics,2035.00,137,2028-08-29,Diagnostics - INR Meter
6101,Strep Test,Diagnostics,347.00,190,2028-03-25,Diagnostics - Strep Test
6102,H Pylori Test,Diagnostics,395.00,91,2028-05-25,Diagnostics - H Pylori Test
6103,Hepatitis Test,Diagnostics,295.00,52,2027-12-04,Diagnostics - Hepatitis Test
6104,HIV Test,Diagnostics,366.00,125,2028-05-09,Diagnostics - HIV Test
6105,H2 Blocker,Gastrointestinal Plus,70.00,121,2027-05-20,Gastrointestinal Plus - H2 Blocker
6106,Probiotic Sachet,Gastrointestinal Plus,85.00,31,2027-10-20,Gastrointestinal Plus - Probiotic Sachet
6107,ORS Sachet,Gastrointestinal Plus,29.00,53,2028-05-27,Gastrointestinal Plus - ORS Sachet
6108,Antiemetic Syrup,Gastrointestinal Plus,64.00,41,2027-07-19,Gastrointestinal Plus - Antiemetic Syrup
6109,Laxative Drops,Gastrointestinal Plus,144.00,122,2027-12-27,Gastrointestinal Plus - Laxative Drops
6110,Antispasmodic Plus,Gastrointestinal Plus,183.00,96,2027-08-17,Gastrointestinal Plus - Antispasmodic Plus
6111,Digestive Enzymes,Gastrointestinal Plus,219.00,134,2028-02-07,Gastrointestinal Plus - Digestive Enzymes
6112,Simethicone Drops,Gastrointestinal Plus,141.00,30,2027-11-16,Gastrointestinal Plus - Simethicone Drops
6113,Bile Salts,Gastrointestinal Plus,167.00,23,2028-08-26,Gastrointestinal Plus - Bile Salts
6114,Colon Cleanse,Gastrointestinal Plus,319.00,67,2027-11-30,Gastrointestinal Plus - Colon Cleanse
6115,CoQ10 Plus 200,Cardiovascular Plus,446.00,28,2028-02-18,Cardiovascular Plus - CoQ10 Plus 200
6116,Omega Cardio,Cardiovascular Plus,339.00,175,2027-06-16,Cardiovascular Plus - Omega Cardio
6117,Garlic Extract,Cardiovascular Plus,110.00,92,2027-12-31,Cardiovascular Plus - Garlic Extract
6118,Red Yeast Rice,Cardiovascular Plus,198.00,29,2027-05-26,Cardiovascular Plus - Red Yeast Rice
6119,Hawthorn Berry,Cardiovascular Plus,269.00,200,2028-08-28,Cardiovascular Plus - Hawthorn Berry
6120,Nattokinase,Cardiovascular Plus,259.00,138,2027-10-01,Cardiovascular Plus - Nattokinase
6121,L-Arginine 1000,Cardiovascular Plus,243.00,146,2028-01-21,Cardiovascular Plus - L-Arginine 1000
6122,Vitamin K2 MK7,Cardiovascular Plus,308.00,186,2027-11-20,Cardiovascular Plus - Vitamin K2 MK7
6123,Sugar-Free Sweetener,Diabetes Plus,85.00,79,2028-07-26,Diabetes Plus - Sugar-Free Sweetener
6124,Diabetic Socks,Diabetes Plus,141.00,176,2027-05-22,Diabetes Plus - Diabetic Socks
6125,Diabetic Foot Cream,Diabetes Plus,279.00,48,2027-08-29,Diabetes Plus - Diabetic Foot Cream
6126,Glucose Tablets,Diabetes Plus,57.00,189,2028-02-16,Diabetes Plus - Glucose Tablets
6127,Insulin Cooler,Diabetes Plus,491.00,47,2027-12-18,Diabetes Plus - Insulin Cooler
6128,Insulin Pen Needles,Diabetes Plus,136.00,186,2027-08-24,Diabetes Plus - Insulin Pen Needles
6129,Lancets,Diabetes Plus,55.00,114,2028-06-04,Diabetes Plus - Lancets
6130,Continuous Monitor,Diabetes Plus,3235.00,54,2028-08-10,Diabetes Plus - Continuous Monitor
6131,Diabetic Meal,Diabetes Plus,106.00,106,2028-05-07,Diabetes Plus - Diabetic Meal
6132,Sugar-Free Chocolate,Diabetes Plus,85.00,91,2028-01-12,Diabetes Plus - Sugar-Free Chocolate
6133,Acne Patches,Dermatology Plus,108.00,193,2028-08-29,Dermatology Plus - Acne Patches
6134,Salicylic Acid 2%,Dermatology Plus,153.00,172,2027-07-21,Dermatology Plus - Salicylic Acid 2%
6135,Benzoyl 10%,Dermatology Plus,101.00,138,2028-02-16,Dermatology Plus - Benzoyl 10%
6136,Retinol 0.5%,Dermatology Plus,258.00,107,2027-06-28,Dermatology Plus - Retinol 0.5%
6137,Azelaic Acid 20%,Dermatology Plus,336.00,54,2028-03-16,Dermatology Plus - Azelaic Acid 20%
6138,Vitamin C Serum,Dermatology Plus,319.00,121,2027-09-21,Dermatology Plus - Vitamin C Serum
6139,Hyaluronic Serum,Dermatology Plus,392.00,197,2028-03-25,Dermatology Plus - Hyaluronic Serum
6140,Niacinamide 10%,Dermatology Plus,197.00,180,2027-09-02,Dermatology Plus - Niacinamide 10%
6141,Sunscreen Gel,Dermatology Plus,256.00,130,2027-08-28,Dermatology Plus - Sunscreen Gel
6142,Micellar Water,Dermatology Plus,148.00,77,2027-10-13,Dermatology Plus - Micellar Water
6143,Sheet Mask,Dermatology Plus,68.00,152,2028-05-05,Dermatology Plus - Sheet Mask
6144,Eye Patches,Dermatology Plus,138.00,46,2028-01-06,Dermatology Plus - Eye Patches
6145,Eye Mask Warm,Eye Care,229.00,37,2027-09-20,Eye Care - Eye Mask Warm
6146,Eye Mask Cold,Eye Care,149.00,103,2028-03-25,Eye Care - Eye Mask Cold
6147,Lid Wipes,Eye Care,94.00,122,2027-12-10,Eye Care - Lid Wipes
6148,Eye Lubricant Gel,Eye Care,239.00,148,2028-02-16,Eye Care - Eye Lubricant Gel
6149,Contact Lens Solution,Eye Care,147.00,162,2028-08-22,Eye Care - Contact Lens Solution
6150,Contact Lens Case,Eye Care,46.00,26,2028-01-06,Eye Care - Contact Lens Case
6151,Burn Gel,First Aid Plus,71.00,23,2028-04-19,First Aid Plus - Burn Gel
6152,Burn Dressing,First Aid Plus,130.00,177,2028-05-19,First Aid Plus - Burn Dressing
6153,Emergency Blanket,First Aid Plus,102.00,27,2028-06-16,First Aid Plus - Emergency Blanket
6154,Trauma Kit,First Aid Plus,1372.00,66,2027-11-05,First Aid Plus - Trauma Kit
6155,CPR Face Shield,First Aid Plus,86.00,48,2028-08-21,First Aid Plus - CPR Face Shield
6156,Splint,First Aid Plus,361.00,181,2028-02-02,First Aid Plus - Splint
6157,Instant Ice Pack,First Aid Plus,74.00,167,2028-03-02,First Aid Plus - Instant Ice Pack
6158,Instant Heat Pack,First Aid Plus,80.00,99,2028-04-12,First Aid Plus - Instant Heat Pack
